Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1013272,-,-,-,29.65,-82.34,-5,47,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2016,1,1,0,0,0,0,0,0,0,0,8,20,170.16,0,0.123,0.5,3.573,233.0,100.0,20,1010.0
2016,1,1,0,30,0,0,0,0,0,0,8,19,173.36,0,0.123,0.5,3.577,233.0,100.0,19,1010.0
2016,1,1,1,0,0,0,0,0,0,0,8,19,170.98,0,0.123,0.6000000000000001,3.581,214.3,100.0,19,1010.0
2016,1,1,1,30,0,0,0,0,0,0,8,19,165.55,0,0.123,0.6000000000000001,3.584,214.3,100.0,19,1010.0
2016,1,1,2,0,0,0,0,0,0,0,8,19,159.37,0,0.123,0.6000000000000001,3.588,205.60000000000002,100.0,19,1010.0
2016,1,1,2,30,0,0,0,0,0,0,8,19,152.95000000000002,0,0.123,0.6000000000000001,3.585,205.60000000000002,100.0,19,1010.0
2016,1,1,3,0,0,0,0,0,0,0,8,19,146.46,0,0.123,0.6000000000000001,3.583,214.20000000000002,100.0,19,1010.0
2016,1,1,3,30,0,0,0,0,0,0,8,18,139.95000000000002,0,0.123,0.5,3.576,214.20000000000002,100.0,18,1010.0
2016,1,1,4,0,0,0,0,0,0,0,8,18,133.44,0,0.123,0.5,3.569,230.4,100.0,18,1010.0
2016,1,1,4,30,0,0,0,0,0,0,8,18,126.96000000000001,0,0.123,0.5,3.5500000000000003,230.4,100.0,18,1010.0
2016,1,1,5,0,0,0,0,0,0,0,1,18,120.53,0,0.123,0.5,3.531,248.70000000000002,100.0,18,1010.0
2016,1,1,5,30,0,0,0,0,0,0,3,18,114.17,0,0.123,0.5,3.493,248.70000000000002,100.0,18,1010.0
2016,1,1,6,0,0,0,0,0,0,0,4,18,107.88,0,0.123,0.5,3.456,256.8,100.0,18,1010.0
2016,1,1,6,30,0,0,0,0,0,0,1,18,101.7,0,0.123,0.5,3.45,256.8,100.0,18,1010.0
2016,1,1,7,0,0,0,0,0,0,0,1,18,95.64,0,0.123,0.5,3.4450000000000003,266.0,100.0,18,1010.0
2016,1,1,7,30,0,0,0,0,0,0,8,19,89.74,0,0.123,0.5,3.4530000000000003,266.0,100.0,19,1010.0
2016,1,1,8,0,16,0,16,32,333,67,7,19,84.03,4,0.123,0.6000000000000001,3.463,302.3,99.31,20,1010.0
2016,1,1,8,30,37,0,37,50,519,153,8,19,78.56,4,0.123,0.6000000000000001,3.481,302.3,99.32000000000001,20,1010.0
2016,1,1,9,0,59,0,59,62,634,244,7,20,73.38,4,0.123,0.7000000000000001,3.499,301.0,95.12,21,1010.0
2016,1,1,9,30,80,0,80,71,709,330,8,20,68.56,4,0.123,0.7000000000000001,3.569,301.0,89.49,21,1010.0
2016,1,1,10,0,99,0,99,77,760,409,8,19,64.19,0,0.123,0.8,3.64,290.0,82.45,22,1010.0
2016,1,1,10,30,214,67,247,82,796,476,8,19,60.36,0,0.123,0.8,3.732,290.0,82.42,23,1010.0
2016,1,1,11,0,250,177,346,85,821,531,8,19,57.18,0,0.123,0.9,3.8240000000000003,290.0,74.95,24,1010.0
2016,1,1,11,30,263,89,315,88,837,571,8,19,54.77,0,0.123,1.0,3.9130000000000003,290.0,74.92,24,1010.0
2016,1,1,12,0,253,43,279,90,845,596,8,18,53.24,0,0.123,1.1,4.002,290.2,73.19,24,1010.0
2016,1,1,12,30,285,113,354,90,848,604,8,18,52.65,0,0.123,1.2000000000000002,4.093,290.2,73.16,24,1010.0
2016,1,1,13,0,142,0,142,91,841,597,4,18,53.050000000000004,0,0.123,1.3,4.184,295.2,72.26,24,1010.0
2016,1,1,13,30,137,0,137,90,831,574,8,18,54.410000000000004,4,0.123,1.4000000000000001,4.253,295.2,76.71000000000001,23,1010.0
2016,1,1,14,0,172,1,173,89,810,534,4,18,56.660000000000004,0,0.123,1.5,4.323,306.2,75.53,23,1010.0
2016,1,1,14,30,203,33,219,85,786,482,3,18,59.7,0,0.123,1.6,4.357,306.2,80.24,22,1010.0
2016,1,1,15,0,41,0,41,81,748,416,3,18,63.42,0,0.123,1.7000000000000002,4.391,320.5,78.36,22,1010.0
2016,1,1,15,30,34,0,34,75,698,340,3,18,67.7,4,0.123,1.7000000000000002,4.386,320.5,83.31,21,1010.0
2016,1,1,16,0,68,617,254,68,617,254,1,17,72.44,0,0.123,1.7000000000000002,4.382,334.5,85.34,20,1010.0
2016,1,1,16,30,56,510,166,56,510,166,7,17,77.55,4,0.123,1.5,4.346,334.5,90.81,19,1010.0
2016,1,1,17,0,38,341,80,38,341,80,8,16,82.97,4,0.123,1.4000000000000001,4.312,345.20000000000005,91.65,18,1010.0
2016,1,1,17,30,13,0,13,11,79,13,3,16,88.64,4,0.123,1.3,4.2700000000000005,345.20000000000005,97.62,17,1010.0
2016,1,1,18,0,0,0,0,0,0,0,4,15,94.51,0,0.123,1.3,4.228,347.6,98.43,16,1010.0
2016,1,1,18,30,0,0,0,0,0,0,4,15,100.54,0,0.123,1.3,4.2010000000000005,347.6,100.0,15,1010.0
2016,1,1,19,0,0,0,0,0,0,0,8,15,106.7,0,0.125,1.3,4.174,344.6,100.0,15,1010.0
2016,1,1,19,30,0,0,0,0,0,0,8,15,112.97,0,0.125,1.3,4.151,344.6,100.0,15,1010.0
2016,1,1,20,0,0,0,0,0,0,0,4,14,119.32000000000001,0,0.125,1.4000000000000001,4.1290000000000004,340.5,96.62,15,1010.0
2016,1,1,20,30,0,0,0,0,0,0,4,14,125.74000000000001,0,0.125,1.5,4.105,340.5,100.0,14,1010.0
2016,1,1,21,0,0,0,0,0,0,0,8,13,132.21,0,0.125,1.6,4.082,343.1,98.53,14,1010.0
2016,1,1,21,30,0,0,0,0,0,0,8,13,138.71,0,0.125,1.6,4.062,343.1,98.53,14,1010.0
2016,1,1,22,0,0,0,0,0,0,0,8,12,145.23,0,0.125,1.6,4.043,345.5,93.38,14,1010.0
2016,1,1,22,30,0,0,0,0,0,0,4,12,151.73,0,0.125,1.6,4.022,345.5,99.63,13,1010.0
2016,1,1,23,0,0,0,0,0,0,0,8,12,158.16,0,0.125,1.6,4.001,349.1,94.36,13,1010.0
2016,1,1,23,30,0,0,0,0,0,0,8,12,164.39000000000001,0,0.125,1.5,3.967,349.1,94.35000000000001,13,1010.0
2016,1,2,0,0,0,0,0,0,0,0,4,11,170.03,0,0.125,1.5,3.9330000000000003,353.70000000000005,89.56,13,1010.0
2016,1,2,0,30,0,0,0,0,0,0,4,11,173.27,0,0.125,1.3,3.8770000000000002,353.70000000000005,95.58,12,1010.0
2016,1,2,1,0,0,0,0,0,0,0,4,10,170.98,0,0.125,1.2000000000000002,3.822,356.90000000000003,91.58,12,1010.0
2016,1,2,1,30,0,0,0,0,0,0,4,10,165.6,0,0.125,1.2000000000000002,3.773,356.90000000000003,91.56,12,1010.0
2016,1,2,2,0,0,0,0,0,0,0,4,10,159.43,0,0.125,1.3,3.724,353.5,88.67,12,1010.0
2016,1,2,2,30,0,0,0,0,0,0,4,10,153.03,0,0.125,1.4000000000000001,3.682,353.5,88.68,11,1010.0
2016,1,2,3,0,0,0,0,0,0,0,4,9,146.54,0,0.125,1.5,3.641,348.1,84.96000000000001,11,1010.0
2016,1,2,3,30,0,0,0,0,0,0,4,9,140.02,0,0.125,1.6,3.5820000000000003,348.1,90.78,11,1010.0
2016,1,2,4,0,0,0,0,0,0,0,4,8,133.51,0,0.125,1.7000000000000002,3.523,346.5,85.97,11,1010.0
2016,1,2,4,30,0,0,0,0,0,0,4,8,127.04,0,0.125,1.6,3.461,346.5,85.98,11,1010.0
2016,1,2,5,0,0,0,0,0,0,0,4,7,120.60000000000001,0,0.125,1.6,3.399,351.6,81.26,11,1010.0
2016,1,2,5,30,0,0,0,0,0,0,4,7,114.23,0,0.125,1.4000000000000001,3.346,351.6,81.27,10,1010.0
2016,1,2,6,0,0,0,0,0,0,0,4,7,107.94,0,0.125,1.3,3.294,359.70000000000005,78.52,10,1010.0
2016,1,2,6,30,0,0,0,0,0,0,4,7,101.75,0,0.125,1.2000000000000002,3.2600000000000002,359.70000000000005,83.92,10,1010.0
2016,1,2,7,0,0,0,0,0,0,0,1,7,95.69,0,0.125,1.2000000000000002,3.226,8.9,82.92,10,1010.0
2016,1,2,7,30,0,0,0,0,0,0,4,7,89.78,0,0.125,1.2000000000000002,3.198,8.9,82.92,10,1010.0
2016,1,2,8,0,36,55,42,30,372,69,4,7,84.07000000000001,4,0.125,1.3,3.1710000000000003,14.4,77.8,11,1010.0
2016,1,2,8,30,75,99,95,47,555,156,4,7,78.59,4,0.125,1.3,3.138,14.4,77.82000000000001,11,1010.0
2016,1,2,9,0,115,124,151,58,665,248,8,7,73.4,4,0.125,1.3,3.106,11.600000000000001,75.48,12,1010.0
2016,1,2,9,30,154,138,205,66,739,336,8,7,68.57000000000001,0,0.125,1.3,3.0700000000000003,11.600000000000001,70.71000000000001,13,1010.0
2016,1,2,10,0,191,142,253,73,787,416,8,8,64.18,4,0.125,1.3,3.036,6.2,70.05,14,1010.0
2016,1,2,10,30,210,56,238,77,823,485,4,8,60.34,0,0.125,1.3,3.0060000000000002,6.2,70.04,14,1010.0
2016,1,2,11,0,64,0,64,80,851,542,4,9,57.15,0,0.125,1.3,2.976,0.30000000000000004,67.47,15,1010.0
2016,1,2,11,30,158,0,158,82,868,584,4,9,54.72,0,0.125,1.3,2.956,0.30000000000000004,67.43,15,1010.0
2016,1,2,12,0,106,0,106,83,880,610,4,9,53.17,0,0.125,1.3,2.9370000000000003,1.4000000000000001,63.33,16,1010.0
2016,1,2,12,30,203,8,208,83,884,621,8,9,52.57,0,0.125,1.2000000000000002,2.922,1.4000000000000001,63.29,16,1010.0
2016,1,2,13,0,280,100,340,85,878,614,4,8,52.95,0,0.125,1.2000000000000002,2.908,3.4000000000000004,58.95,17,1010.0
2016,1,2,13,30,150,0,150,83,870,591,4,8,54.300000000000004,0,0.125,1.2000000000000002,2.887,3.4000000000000004,58.93,17,1010.0
2016,1,2,14,0,254,124,323,81,856,553,4,8,56.54,0,0.125,1.3,2.866,4.3,58.300000000000004,17,1010.0
2016,1,2,14,30,226,224,339,78,833,500,8,8,59.57,0,0.125,1.2000000000000002,2.843,4.3,58.29,17,1010.0
2016,1,2,15,0,194,82,231,74,801,434,8,8,63.28,0,0.125,1.2000000000000002,2.821,8.3,58.21,17,1010.0
2016,1,2,15,30,160,77,190,68,755,356,8,8,67.56,4,0.125,1.1,2.8040000000000003,8.3,62.02,16,1010.0
2016,1,2,16,0,123,68,144,61,685,270,8,9,72.3,4,0.125,1.1,2.787,9.8,64.09,16,1010.0
2016,1,2,16,30,83,51,95,51,583,178,8,9,77.41,4,0.125,0.9,2.779,9.8,68.32000000000001,15,1010.0
2016,1,2,17,0,43,24,46,36,415,87,4,9,82.83,4,0.125,0.8,2.7720000000000002,6.4,76.64,14,1010.0
2016,1,2,17,30,8,0,8,12,132,16,8,9,88.5,4,0.125,0.8,2.7760000000000002,6.4,81.8,13,1010.0
2016,1,2,18,0,0,0,0,0,0,0,8,9,94.37,0,0.125,0.8,2.781,2.3000000000000003,80.09,13,1010.0
2016,1,2,18,30,0,0,0,0,0,0,8,9,100.4,0,0.125,0.8,2.791,2.3000000000000003,80.10000000000001,13,1010.0
2016,1,2,19,0,0,0,0,0,0,0,8,9,106.57000000000001,0,0.125,0.9,2.802,2.8000000000000003,79.37,13,1010.0
2016,1,2,19,30,0,0,0,0,0,0,8,9,112.84,0,0.125,0.9,2.82,2.8000000000000003,79.37,12,1010.0
2016,1,2,20,0,0,0,0,0,0,0,8,9,119.19,0,0.125,0.9,2.838,6.5,79.09,12,1010.0
2016,1,2,20,30,0,0,0,0,0,0,8,9,125.61,0,0.125,0.9,2.86,6.5,84.43,12,1010.0
2016,1,2,21,0,0,0,0,0,0,0,8,9,132.08,0,0.125,0.9,2.884,8.6,84.91,12,1010.0
2016,1,2,21,30,0,0,0,0,0,0,6,9,138.58,0,0.125,0.9,2.9170000000000003,8.6,84.9,12,1010.0
2016,1,2,22,0,0,0,0,0,0,0,6,9,145.1,0,0.125,1.0,2.95,3.3000000000000003,85.33,12,1010.0
2016,1,2,22,30,0,0,0,0,0,0,6,9,151.59,0,0.125,1.0,2.992,3.3000000000000003,85.32000000000001,12,1010.0
2016,1,2,23,0,0,0,0,0,0,0,9,9,158.02,0,0.125,1.1,3.035,356.0,85.32000000000001,12,1010.0
2016,1,2,23,30,0,0,0,0,0,0,6,9,164.26,0,0.125,1.2000000000000002,3.076,356.0,85.32000000000001,11,1010.0
2016,1,3,0,0,0,0,0,0,0,0,6,9,169.89000000000001,0,0.125,1.3,3.117,347.8,84.52,11,1010.0
2016,1,3,0,30,0,0,0,0,0,0,6,9,173.17000000000002,0,0.125,1.3,3.156,347.8,90.29,11,1010.0
2016,1,3,1,0,0,0,0,0,0,0,6,9,170.99,0,0.125,1.4000000000000001,3.196,349.40000000000003,89.32000000000001,11,1010.0
2016,1,3,1,30,0,0,0,0,0,0,6,9,165.65,0,0.125,1.4000000000000001,3.223,349.40000000000003,89.31,10,1010.0
2016,1,3,2,0,0,0,0,0,0,0,6,9,159.49,0,0.125,1.4000000000000001,3.25,353.70000000000005,89.15,10,1010.0
2016,1,3,2,30,0,0,0,0,0,0,8,9,153.1,0,0.125,1.3,3.249,353.70000000000005,95.26,10,1010.0
2016,1,3,3,0,0,0,0,0,0,0,9,9,146.61,0,0.125,1.3,3.249,353.3,95.19,10,1010.0
2016,1,3,3,30,0,0,0,0,0,0,9,9,140.09,0,0.125,1.3,3.246,353.3,95.17,9,1010.0
2016,1,3,4,0,0,0,0,0,0,0,6,9,133.58,0,0.125,1.3,3.243,348.70000000000005,94.71000000000001,9,1010.0
2016,1,3,4,30,0,0,0,0,0,0,9,9,127.10000000000001,0,0.125,1.3,3.263,348.70000000000005,100.0,9,1010.0
2016,1,3,5,0,0,0,0,0,0,0,8,9,120.67,0,0.125,1.4000000000000001,3.283,345.40000000000003,100.0,9,1010.0
2016,1,3,5,30,0,0,0,0,0,0,8,9,114.29,0,0.125,1.4000000000000001,3.309,345.40000000000003,100.0,9,1010.0
2016,1,3,6,0,0,0,0,0,0,0,8,8,108.0,0,0.125,1.4000000000000001,3.336,345.3,98.94,9,1010.0
2016,1,3,6,30,0,0,0,0,0,0,6,8,101.81,0,0.125,1.4000000000000001,3.359,345.3,98.95,9,1010.0
2016,1,3,7,0,0,0,0,0,0,0,8,8,95.74000000000001,0,0.125,1.4000000000000001,3.383,351.40000000000003,97.56,9,1010.0
2016,1,3,7,30,0,0,0,0,0,0,6,8,89.82000000000001,0,0.125,1.3,3.4050000000000002,351.40000000000003,97.56,9,1010.0
2016,1,3,8,0,15,0,15,32,323,66,4,8,84.10000000000001,4,0.125,1.3,3.427,356.0,97.34,9,1010.0
2016,1,3,8,30,34,0,34,51,509,152,6,8,78.61,4,0.125,1.2000000000000002,3.43,356.0,97.34,9,1010.0
2016,1,3,9,0,55,0,55,62,636,243,6,8,73.41,4,0.125,1.2000000000000002,3.434,2.7,91.75,10,1010.0
2016,1,3,9,30,75,0,75,71,712,331,8,8,68.57000000000001,0,0.125,1.2000000000000002,3.438,2.7,91.75,10,1010.0
2016,1,3,10,0,100,0,100,77,765,410,6,8,64.17,0,0.125,1.2000000000000002,3.443,353.5,90.99,10,1010.0
2016,1,3,10,30,221,104,273,82,802,479,8,8,60.31,0,0.125,1.2000000000000002,3.427,353.5,90.97,10,1010.0
2016,1,3,11,0,195,12,202,86,825,535,8,8,57.11,0,0.125,1.2000000000000002,3.412,341.90000000000003,85.9,11,1010.0
2016,1,3,11,30,102,0,102,89,843,577,6,8,54.660000000000004,0,0.125,1.1,3.3850000000000002,341.90000000000003,85.83,11,1010.0
2016,1,3,12,0,62,0,62,88,858,604,9,9,53.09,0,0.125,1.0,3.359,352.40000000000003,87.52,11,1010.0
2016,1,3,12,30,39,0,39,89,863,615,6,8,52.480000000000004,0,0.125,0.9,3.336,352.40000000000003,87.47,11,1010.0
2016,1,3,13,0,84,0,84,88,863,609,6,9,52.85,0,0.125,0.9,3.315,328.90000000000003,89.19,11,1010.0
2016,1,3,13,30,83,0,83,87,855,587,6,9,54.18,0,0.125,1.1,3.286,328.90000000000003,89.18,11,1010.0
2016,1,3,14,0,43,0,43,83,844,550,9,9,56.410000000000004,0,0.125,1.3,3.258,313.5,90.43,11,1010.0
2016,1,3,14,30,43,0,43,80,822,498,6,9,59.44,0,0.125,1.3,3.22,313.5,90.43,11,1010.0
2016,1,3,15,0,173,22,183,73,798,434,6,9,63.14,0,0.125,1.3,3.1830000000000003,312.20000000000005,90.77,11,1010.0
2016,1,3,15,30,144,17,150,67,753,357,6,9,67.42,4,0.125,1.2000000000000002,3.1390000000000002,312.20000000000005,97.0,10,1010.0
2016,1,3,16,0,112,9,115,57,700,272,6,9,72.16,4,0.125,1.1,3.097,323.6,96.84,10,1010.0
2016,1,3,16,30,76,0,76,48,604,181,9,9,77.27,4,0.125,0.9,3.021,323.6,96.82000000000001,10,1010.0
2016,1,3,17,0,38,0,38,33,454,91,9,9,82.69,4,0.125,0.8,2.945,339.20000000000005,96.25,10,1010.0
2016,1,3,17,30,7,0,7,12,172,17,6,9,88.36,4,0.125,0.8,2.8120000000000003,339.20000000000005,100.0,9,1010.0
2016,1,3,18,0,0,0,0,0,0,0,6,9,94.23,0,0.125,0.8,2.681,345.3,100.0,9,1010.0
2016,1,3,18,30,0,0,0,0,0,0,6,9,100.27,0,0.125,0.8,2.532,345.3,100.0,9,1010.0
2016,1,3,19,0,0,0,0,0,0,0,9,8,106.43,0,0.125,0.8,2.384,348.1,98.81,9,1010.0
2016,1,3,19,30,0,0,0,0,0,0,6,8,112.7,0,0.125,0.7000000000000001,2.251,348.1,100.0,8,1010.0
2016,1,3,20,0,0,0,0,0,0,0,6,8,119.06,0,0.125,0.6000000000000001,2.119,348.3,100.0,8,1010.0
2016,1,3,20,30,0,0,0,0,0,0,6,8,125.48,0,0.125,0.4,2.037,348.3,100.0,8,1010.0
2016,1,3,21,0,0,0,0,0,0,0,6,8,131.95,0,0.125,0.30000000000000004,1.956,337.70000000000005,100.0,8,1010.0
2016,1,3,21,30,0,0,0,0,0,0,6,8,138.45000000000002,0,0.125,0.30000000000000004,1.9040000000000001,337.70000000000005,100.0,8,1010.0
2016,1,3,22,0,0,0,0,0,0,0,6,7,144.97,0,0.125,0.30000000000000004,1.853,298.1,97.99000000000001,8,1010.0
2016,1,3,22,30,0,0,0,0,0,0,8,7,151.46,0,0.125,0.30000000000000004,1.811,298.1,97.99000000000001,8,1010.0
2016,1,3,23,0,0,0,0,0,0,0,8,7,157.89000000000001,0,0.125,0.4,1.7710000000000001,302.3,96.06,8,1010.0
2016,1,3,23,30,0,0,0,0,0,0,8,7,164.12,0,0.125,0.6000000000000001,1.735,302.3,100.0,7,1010.0
2016,1,4,0,0,0,0,0,0,0,0,8,6,169.75,0,0.125,0.8,1.7,318.6,99.05,7,1010.0
2016,1,4,0,30,0,0,0,0,0,0,8,6,173.06,0,0.125,0.9,1.666,318.6,99.02,7,1010.0
2016,1,4,1,0,0,0,0,0,0,0,1,6,170.98,0,0.125,1.1,1.633,318.40000000000003,95.02,7,1010.0
2016,1,4,1,30,0,0,0,0,0,0,8,6,165.69,0,0.125,1.1,1.581,318.40000000000003,95.0,6,1000.0
2016,1,4,2,0,0,0,0,0,0,0,8,5,159.55,0,0.125,1.1,1.5310000000000001,316.6,91.97,6,1000.0
2016,1,4,2,30,0,0,0,0,0,0,4,5,153.16,0,0.125,1.1,1.476,316.6,98.5,6,1000.0
2016,1,4,3,0,0,0,0,0,0,0,8,5,146.67000000000002,0,0.125,1.1,1.423,315.70000000000005,95.63,6,1000.0
2016,1,4,3,30,0,0,0,0,0,0,0,5,140.16,0,0.125,1.0,1.395,315.70000000000005,95.64,6,1000.0
2016,1,4,4,0,0,0,0,0,0,0,0,4,133.65,0,0.125,0.9,1.368,315.0,92.47,6,1000.0
2016,1,4,4,30,0,0,0,0,0,0,0,4,127.17,0,0.125,0.8,1.3760000000000001,315.0,99.13,5,1010.0
2016,1,4,5,0,0,0,0,0,0,0,0,4,120.73,0,0.125,0.8,1.385,313.40000000000003,95.89,5,1010.0
2016,1,4,5,30,0,0,0,0,0,0,1,4,114.35000000000001,0,0.125,0.8,1.414,313.40000000000003,95.92,5,1010.0
2016,1,4,6,0,0,0,0,0,0,0,1,4,108.05,0,0.125,0.9,1.443,310.3,94.89,5,1010.0
2016,1,4,6,30,0,0,0,0,0,0,4,4,101.86,0,0.125,0.9,1.464,310.3,94.91,5,1010.0
2016,1,4,7,0,0,0,0,0,0,0,1,4,95.78,0,0.125,1.0,1.486,307.8,88.01,5,1010.0
2016,1,4,7,30,0,0,0,0,0,0,4,4,89.86,0,0.125,1.1,1.458,307.8,88.04,6,1010.0
2016,1,4,8,0,28,456,75,28,456,75,1,4,84.13,0,0.125,1.3,1.431,308.20000000000005,82.67,7,1010.0
2016,1,4,8,30,43,641,169,43,641,169,0,4,78.63,0,0.125,1.4000000000000001,1.359,308.20000000000005,77.24,8,1010.0
2016,1,4,9,0,52,752,266,52,752,266,0,4,73.42,0,0.125,1.6,1.287,321.40000000000003,70.93,9,1010.0
2016,1,4,9,30,59,824,360,59,824,360,0,4,68.57000000000001,0,0.125,1.6,1.22,321.40000000000003,66.33,10,1010.0
2016,1,4,10,0,63,875,445,63,875,445,0,3,64.16,0,0.125,1.7000000000000002,1.154,322.20000000000005,60.72,11,1010.0
2016,1,4,10,30,67,910,518,67,910,518,0,3,60.28,0,0.125,1.7000000000000002,1.119,322.20000000000005,56.83,12,1010.0
2016,1,4,11,0,70,934,578,70,934,578,0,3,57.06,0,0.125,1.8,1.085,318.8,52.03,13,1010.0
2016,1,4,11,30,71,951,622,71,951,622,0,3,54.6,0,0.125,1.8,1.059,318.8,48.74,14,1010.0
2016,1,4,12,0,73,960,651,73,960,651,0,3,53.01,0,0.125,1.9000000000000001,1.033,319.1,45.51,15,1010.0
2016,1,4,12,30,73,965,662,73,965,662,0,3,52.38,0,0.125,1.9000000000000001,1.004,319.1,45.5,15,1010.0
2016,1,4,13,0,74,962,657,74,962,657,0,3,52.730000000000004,0,0.125,1.9000000000000001,0.975,320.6,43.230000000000004,16,1010.0
2016,1,4,13,30,73,956,635,73,956,635,0,3,54.06,0,0.125,1.9000000000000001,0.9400000000000001,320.6,43.230000000000004,16,1010.0
2016,1,4,14,0,72,942,595,72,942,595,0,3,56.28,0,0.125,1.9000000000000001,0.906,324.70000000000005,44.29,16,1010.0
2016,1,4,14,30,70,923,541,70,923,541,0,3,59.300000000000004,0,0.125,1.8,0.866,324.70000000000005,44.29,15,1010.0
2016,1,4,15,0,67,891,472,67,891,472,0,4,63.0,0,0.125,1.8,0.8260000000000001,331.6,45.64,15,1010.0
2016,1,4,15,30,63,850,391,63,850,391,0,4,67.27,0,0.125,1.6,0.79,331.6,48.660000000000004,14,1010.0
2016,1,4,16,0,57,784,299,57,784,299,0,5,72.01,0,0.125,1.5,0.754,338.0,55.74,14,1010.0
2016,1,4,16,30,48,689,201,48,689,201,1,5,77.13,0,0.125,1.2000000000000002,0.729,338.0,63.53,12,1010.0
2016,1,4,17,0,35,523,103,35,523,103,0,5,82.55,0,0.125,0.9,0.705,344.8,70.65,11,1010.0
2016,1,4,17,30,14,223,20,14,223,20,0,5,88.22,0,0.125,0.9,0.6930000000000001,344.8,75.56,10,1010.0
2016,1,4,18,0,0,0,0,0,0,0,0,5,94.09,0,0.125,1.0,0.682,355.1,71.45,9,1010.0
2016,1,4,18,30,0,0,0,0,0,0,0,5,100.12,0,0.125,1.0,0.68,355.1,76.44,9,1010.0
2016,1,4,19,0,0,0,0,0,0,0,0,4,106.29,0,0.125,1.1,0.678,5.1000000000000005,75.09,9,1010.0
2016,1,4,19,30,0,0,0,0,0,0,0,4,112.56,0,0.125,1.1,0.681,5.1000000000000005,80.37,8,1010.0
2016,1,4,20,0,0,0,0,0,0,0,0,4,118.92,0,0.125,1.1,0.684,13.100000000000001,79.68,8,1010.0
2016,1,4,20,30,0,0,0,0,0,0,1,4,125.34,0,0.125,1.1,0.687,13.100000000000001,79.71000000000001,7,1010.0
2016,1,4,21,0,0,0,0,0,0,0,0,4,131.81,0,0.125,1.1,0.6910000000000001,18.900000000000002,78.92,7,1010.0
2016,1,4,21,30,0,0,0,0,0,0,0,4,138.32,0,0.125,1.0,0.6930000000000001,18.900000000000002,84.5,7,1010.0
2016,1,4,22,0,0,0,0,0,0,0,0,4,144.83,0,0.125,1.0,0.6960000000000001,19.700000000000003,83.62,7,1010.0
2016,1,4,22,30,0,0,0,0,0,0,0,4,151.33,0,0.125,1.0,0.6970000000000001,19.700000000000003,89.57000000000001,6,1010.0
2016,1,4,23,0,0,0,0,0,0,0,0,4,157.75,0,0.125,1.0,0.6980000000000001,20.6,87.7,6,1010.0
2016,1,4,23,30,0,0,0,0,0,0,0,4,163.97,0,0.125,1.0,0.6980000000000001,20.6,87.7,6,1010.0
2016,1,5,0,0,0,0,0,0,0,0,0,3,169.6,0,0.125,1.1,0.6980000000000001,22.200000000000003,84.71000000000001,6,1010.0
2016,1,5,0,30,0,0,0,0,0,0,0,3,172.95000000000002,0,0.125,1.1,0.6970000000000001,22.200000000000003,90.8,5,1010.0
2016,1,5,1,0,0,0,0,0,0,0,0,3,170.96,0,0.125,1.2000000000000002,0.6960000000000001,23.8,87.59,5,1010.0
2016,1,5,1,30,0,0,0,0,0,0,0,3,165.72,0,0.125,1.2000000000000002,0.6920000000000001,23.8,87.61,5,1010.0
2016,1,5,2,0,0,0,0,0,0,0,0,2,159.6,0,0.125,1.2000000000000002,0.6890000000000001,23.8,85.44,5,1010.0
2016,1,5,2,30,0,0,0,0,0,0,0,2,153.22,0,0.125,1.2000000000000002,0.681,23.8,85.45,5,1010.0
2016,1,5,3,0,0,0,0,0,0,0,0,2,146.74,0,0.125,1.3,0.675,22.900000000000002,83.38,5,1010.0
2016,1,5,3,30,0,0,0,0,0,0,0,2,140.22,0,0.125,1.4000000000000001,0.666,22.900000000000002,83.4,5,1010.0
2016,1,5,4,0,0,0,0,0,0,0,0,1,133.71,0,0.125,1.6,0.657,26.400000000000002,79.54,5,1010.0
2016,1,5,4,30,0,0,0,0,0,0,0,1,127.23,0,0.125,1.5,0.648,26.400000000000002,85.31,4,1010.0
2016,1,5,5,0,0,0,0,0,0,0,0,1,120.78,0,0.125,1.5,0.639,25.700000000000003,82.07000000000001,4,1020.0
